ProductionOrderID,ProductionLineID,ProductID,ProductionDate,BatchSize,UnitCost,TotalProductionCost
21149,4004,1020,2023-01-30,8795,2.0,17590.0
21150,4003,1020,2025-01-01,4137,0.75,3102.75
21151,4001,1011,2023-03-29,1329,0.8,1063.2
21152,4005,1019,2024-09-19,1300,1.88,2444.0
21153,4009,1015,2024-04-17,8699,1.09,9481.91
21154,4005,1016,2023-07-05,9985,2.3,22965.5
21155,4009,1005,2024-03-14,3892,2.24,8718.08
21156,4004,1023,2023-09-29,4111,1.32,5426.52
21157,4004,1022,2025-01-22,2376,1.26,2993.76
21158,4006,1020,2025-09-26,8237,2.07,17050.59
21159,4006,1025,2025-01-27,5411,1.05,5681.55
21160,4009,1018,2024-09-19,6788,0.22,1493.36
21161,4007,1021,2024-03-07,5387,1.7,9157.9
21162,4007,1020,2023-05-17,4127,0.7,2888.9
21163,4003,1021,2023-01-05,1360,2.11,2869.6
21164,4006,1017,2025-11-22,8309,2.39,19858.51
21165,4007,1015,2023-08-22,6042,1.33,8035.86
21166,4010,1006,2024-12-26,7738,0.64,4952.32
21167,4007,1019,2023-10-31,9841,1.95,19189.95
21168,4008,1005,2025-08-02,7414,2.41,17867.74
21169,4008,1018,2025-12-18,1929,2.33,4494.57
21170,4003,1002,2024-02-03,6660,2.43,16183.8
21171,4004,1011,2023-09-06,8144,0.67,5456.48
21172,4009,1015,2023-07-21,7216,0.78,5628.48
21173,4007,1007,2023-01-06,3140,1.01,3171.4
21174,4005,1025,2024-07-15,4997,1.89,9444.33
21175,4001,1009,2025-07-22,9282,0.89,8260.98
21176,4004,1025,2025-04-15,7656,1.84,14087.04
21177,4001,1014,2024-09-11,2332,1.27,2961.64
21178,4004,1024,2025-10-19,766,0.51,390.66
21179,4010,1004,2024-02-20,7040,1.28,9011.2
21180,4008,1008,2023-11-07,1465,0.33,483.45
21181,4010,1006,2024-10-10,4509,2.39,10776.51
21182,4006,1021,2025-06-29,4191,0.16,670.56
21183,4005,1023,2024-10-15,4285,1.15,4927.75
21184,4006,1001,2024-10-10,7387,1.76,13001.12
21185,4008,1003,2024-03-26,9007,1.89,17023.23
21186,4004,1004,2025-09-07,4792,1.48,7092.16
21187,4010,1016,2023-04-19,9444,0.41,3872.04
21188,4006,1024,2023-04-02,3515,0.78,2741.7
21189,4010,1001,2023-10-20,1112,0.75,834.0
21190,4004,1013,2025-03-31,5921,0.79,4677.59
21191,4007,1020,2023-12-14,4199,1.19,4996.81
21192,4008,1016,2024-08-12,2401,0.81,1944.81
21193,4001,1010,2023-04-30,658,2.44,1605.52
21194,4006,1022,2024-02-28,6535,2.05,13396.75
21195,4004,1009,2023-03-20,4287,0.98,4201.26
21196,4004,1021,2024-06-10,3939,0.89,3505.71
21197,4006,1013,2025-02-15,6244,0.93,5806.92
21198,4009,1014,2024-12-27,3048,1.47,4480.56
21199,4008,1017,2024-06-17,4180,2.45,10241.0
21200,4005,1005,2023-05-18,7900,0.97,7663.0
21201,4008,1001,2025-07-31,3469,1.2,4162.8
21202,4002,1008,2023-07-02,2773,1.97,5462.81
21203,4006,1017,2025-09-30,4952,1.07,5298.64
21204,4009,1010,2023-05-19,5217,2.16,11268.72
21205,4008,1002,2024-09-29,4236,1.17,4956.12
21206,4005,1013,2025-04-16,3979,1.36,5411.44
21207,4004,1002,2024-01-17,9727,1.88,18286.76
21208,4005,1007,2023-01-14,2157,0.81,1747.17
21209,4006,1014,2025-12-09,4711,1.31,6171.41
21210,4006,1023,2024-10-22,3145,0.61,1918.45
21211,4005,1018,2024-12-19,9499,0.86,8169.14
21212,4004,1007,2023-01-28,1713,0.8,1370.4
21213,4010,1010,2024-08-25,5083,1.42,7217.86
21214,4009,1013,2025-08-09,7658,2.38,18226.04
21215,4009,1016,2023-02-23,1945,2.11,4103.95
21216,4006,1007,2024-08-28,8312,2.08,17288.96
21217,4008,1017,2024-07-30,2505,0.2,501.0
21218,4010,1013,2025-12-16,4030,0.3,1209.0
21219,4005,1023,2025-08-11,1847,2.3,4248.1
21220,4006,1019,2024-05-13,9038,0.98,8857.24
21221,4001,1011,2025-06-24,8962,2.41,21598.42
21222,4002,1007,2025-12-09,7725,0.75,5793.75
21223,4003,1009,2025-11-24,2776,0.98,2720.48
21224,4002,1012,2024-11-19,4971,1.58,7854.18
21225,4001,1014,2023-10-06,7439,0.76,5653.64
21226,4007,1018,2024-07-04,2852,0.98,2794.96
21227,4001,1025,2023-11-07,7887,0.45,3549.15
21228,4004,1004,2023-10-07,1885,1.47,2770.95
21229,4005,1003,2025-12-04,3519,2.1,7389.9
21230,4008,1006,2023-03-28,2542,2.5,6355.0
21231,4010,1023,2024-06-03,974,2.42,2357.08
21232,4006,1025,2023-12-11,8011,0.91,7290.01
21233,4005,1019,2023-05-22,2505,0.8,2004.0
21234,4010,1021,2023-05-20,5622,0.25,1405.5
21235,4001,1016,2025-04-05,5621,0.42,2360.82
21236,4010,1005,2023-06-12,3905,1.81,7068.05
21237,4009,1017,2023-09-09,5181,0.61,3160.41
21238,4009,1009,2023-05-11,7932,0.59,4679.88
21239,4006,1002,2025-08-17,524,0.57,298.68
21240,4007,1018,2023-08-16,8037,2.24,18002.88
21241,4003,1003,2024-08-17,1283,1.96,2514.68
21242,4006,1013,2023-04-22,7528,1.88,14152.64
21243,4008,1011,2025-02-20,659,1.94,1278.46
21244,4010,1015,2023-03-05,9233,0.91,8402.03
21245,4003,1022,2024-05-03,3571,2.32,8284.72
21246,4008,1021,2025-04-28,5813,0.24,1395.12
21247,4006,1002,2023-06-26,2724,2.04,5556.96
21248,4005,1021,2023-10-12,4786,0.8,3828.8
21249,4009,1005,2023-08-22,4401,1.88,8273.88
21250,4002,1004,2025-01-16,8210,1.48,12150.8
21251,4010,1023,2025-09-11,6300,0.78,4914.0
21252,4005,1016,2025-03-15,4872,1.75,8526.0
21253,4003,1003,2025-02-17,2229,0.22,490.38
21254,4002,1010,2023-12-27,4548,2.33,10596.84
21255,4002,1017,2025-02-05,983,0.81,796.23
21256,4001,1020,2025-02-24,676,0.16,108.16
21257,4002,1005,2025-06-23,8804,1.88,16551.52
21258,4002,1004,2025-05-29,7616,2.12,16145.92
21259,4005,1003,2025-07-16,8566,0.62,5310.92
21260,4009,1006,2024-04-03,5121,0.66,3379.86
21261,4005,1007,2023-08-25,9670,0.49,4738.3
21262,4005,1007,2025-07-10,6255,0.44,2752.2
21263,4002,1006,2023-04-05,9067,0.37,3354.79
21264,4004,1022,2023-08-10,3474,1.81,6287.94
21265,4009,1017,2023-12-13,8013,0.83,6650.79
21266,4005,1019,2023-07-08,7916,1.93,15277.88
21267,4001,1023,2023-12-20,6600,0.86,5676.0
21268,4009,1007,2023-05-22,5047,0.61,3078.67
21269,4005,1012,2023-02-23,5964,1.18,7037.52
21270,4004,1013,2025-11-05,3703,1.87,6924.61
21271,4005,1007,2023-10-30,1693,1.89,3199.77
21272,4010,1019,2024-03-17,7907,1.75,13837.25
21273,4010,1009,2023-10-26,1467,1.88,2757.96
21274,4008,1022,2024-05-03,7360,1.48,10892.8
21275,4005,1024,2025-09-24,3102,0.34,1054.68
21276,4009,1009,2023-07-26,3472,1.2,4166.4
21277,4004,1022,2024-06-07,3548,1.32,4683.36
21278,4007,1008,2025-07-25,5192,1.5,7788.0
21279,4010,1012,2023-05-22,1642,1.1,1806.2
21280,4006,1018,2023-02-06,3871,0.23,890.33
21281,4005,1013,2023-10-03,7667,1.28,9813.76
21282,4009,1001,2024-07-31,6932,1.5,10398.0
21283,4006,1004,2023-10-14,1075,0.17,182.75
21284,4010,1015,2024-04-05,6640,2.34,15537.6
21285,4010,1006,2025-09-24,4460,1.94,8652.4
21286,4003,1018,2025-04-07,5642,1.86,10494.12
21287,4002,1005,2023-10-29,8815,1.62,14280.3
21288,4003,1009,2025-07-19,4295,2.47,10608.65
21289,4009,1020,2023-12-04,6411,2.3,14745.3
21290,4004,1004,2023-01-21,4883,0.41,2002.03
21291,4010,1016,2025-05-30,7167,1.95,13975.65
21292,4002,1004,2023-09-12,5520,0.95,5244.0
21293,4001,1015,2025-11-29,1065,0.99,1054.35
21294,4005,1003,2023-07-17,2931,1.59,4660.29
21295,4010,1008,2023-01-02,4755,0.96,4564.8
21296,4010,1016,2023-08-12,5039,2.36,11892.04
21297,4008,1005,2025-09-30,6414,2.01,12892.14
21298,4001,1020,2023-10-27,3845,1.09,4191.05
21299,4003,1020,2025-05-11,1345,1.67,2246.15
21300,4009,1004,2024-03-20,7880,1.14,8983.2
21301,4005,1021,2025-03-27,2605,0.1,260.5
21302,4001,1017,2023-05-28,2466,0.98,2416.68
21303,4009,1023,2025-09-16,5792,0.45,2606.4
21304,4008,1018,2024-03-23,7592,1.59,12071.28
21305,4006,1015,2025-11-21,3863,2.14,8266.82
21306,4001,1011,2025-08-30,7318,0.92,6732.56
21307,4003,1013,2024-10-31,1387,1.39,1927.93
21308,4008,1024,2025-07-17,2740,1.69,4630.6
21309,4007,1010,2023-01-31,5496,2.23,12256.08
21310,4003,1016,2024-10-08,4984,2.48,12360.32
21311,4005,1016,2024-09-01,6217,2.48,15418.16
21312,4006,1011,2025-02-26,9297,1.53,14224.41
21313,4003,1012,2024-08-27,1961,0.83,1627.63
21314,4004,1016,2024-04-14,737,2.19,1614.03
21315,4007,1005,2023-05-12,3755,1.64,6158.2
21316,4009,1018,2023-05-06,1984,0.16,317.44
21317,4004,1022,2025-04-06,1477,1.46,2156.42
21318,4001,1012,2023-01-20,7988,2.22,17733.36
21319,4008,1008,2024-11-02,9637,2.04,19659.48
21320,4006,1001,2023-05-31,8006,0.67,5364.02
21321,4001,1007,2023-05-17,1263,1.06,1338.78
21322,4010,1002,2024-04-12,3377,1.5,5065.5
21323,4002,1009,2024-01-28,4939,1.05,5185.95
21324,4008,1013,2023-05-05,8109,1.04,8433.36
21325,4002,1011,2024-09-16,7260,1.86,13503.6
21326,4003,1019,2024-03-01,8594,2.47,21227.18
21327,4007,1009,2023-05-01,2055,2.21,4541.55
21328,4009,1019,2025-02-19,4594,0.37,1699.78
21329,4010,1022,2023-08-19,7513,0.99,7437.87
21330,4003,1017,2024-11-05,3474,2.27,7885.98
21331,4004,1022,2025-11-09,5831,1.15,6705.65
21332,4008,1002,2024-01-14,9011,0.91,8200.01
21333,4008,1022,2025-09-09,1795,1.42,2548.9
21334,4008,1003,2024-01-11,7525,2.08,15652.0
21335,4009,1002,2023-01-10,4440,1.75,7770.0
21336,4006,1023,2025-09-03,7495,0.2,1499.0
21337,4001,1016,2024-11-07,9394,0.52,4884.88
21338,4007,1005,2024-07-31,1762,1.3,2290.6
21339,4009,1009,2023-06-03,1518,0.9,1366.2
21340,4009,1024,2025-10-05,4557,1.53,6972.21
21341,4001,1011,2025-12-01,9416,0.99,9321.84
21342,4010,1015,2025-12-31,7386,0.52,3840.72
21343,4003,1013,2023-08-30,8945,2.0,17890.0
21344,4010,1023,2023-03-26,3079,0.29,892.91
21345,4006,1013,2024-03-02,7438,0.81,6024.78
21346,4002,1013,2025-06-19,5372,1.0,5372.0
21347,4001,1002,2025-08-02,6578,1.2,7893.6
21348,4002,1008,2023-07-26,2474,1.69,4181.06
21349,4002,1006,2024-11-16,7125,0.27,1923.75
21350,4007,1006,2024-05-16,5138,2.46,12639.48
21351,4004,1017,2024-09-12,5107,0.82,4187.74
21352,4008,1010,2025-04-09,5342,2.04,10897.68
21353,4001,1011,2025-07-11,8210,1.02,8374.2
21354,4004,1015,2023-01-23,1377,2.5,3442.5
21355,4008,1014,2024-02-10,9603,0.37,3553.11
21356,4006,1024,2025-11-11,4034,0.45,1815.3
21357,4002,1021,2024-05-28,6429,0.38,2443.02
21358,4001,1021,2025-08-09,6229,1.16,7225.64
21359,4003,1023,2023-10-30,9634,0.94,9055.96
21360,4006,1004,2023-09-28,3883,1.33,5164.39
21361,4006,1019,2023-10-03,9378,2.23,20912.94
21362,4009,1009,2024-04-10,1726,1.46,2519.96
21363,4005,1006,2025-08-05,7012,2.12,14865.44
21364,4003,1011,2023-02-12,5120,0.33,1689.6
21365,4002,1006,2024-07-12,9257,0.73,6757.61
21366,4001,1015,2024-02-25,5468,1.78,9733.04
21367,4002,1003,2024-01-22,3802,0.18,684.36
21368,4007,1017,2023-03-07,5452,1.71,9322.92
21369,4009,1001,2023-06-04,5735,1.63,9348.05
21370,4008,1006,2024-02-08,5057,2.2,11125.4
21371,4004,1011,2025-03-03,558,1.03,574.74
21372,4004,1021,2024-08-14,3456,0.38,1313.28
21373,4005,1018,2023-05-23,9116,0.12,1093.92
21374,4008,1016,2024-04-03,5708,0.14,799.12
21375,4007,1001,2023-09-20,3869,0.34,1315.46
21376,4009,1007,2024-05-31,3935,1.02,4013.7
21377,4002,1007,2023-02-03,9366,1.82,17046.12
21378,4004,1001,2024-07-08,2712,1.92,5207.04
21379,4009,1002,2023-05-14,4144,1.42,5884.48
21380,4010,1011,2024-10-09,1179,2.2,2593.8
21381,4009,1003,2023-12-31,1883,1.02,1920.66
21382,4010,1007,2024-08-18,5847,0.13,760.11
21383,4001,1021,2024-05-01,9920,0.59,5852.8
21384,4005,1010,2023-01-03,1949,1.42,2767.58
21385,4005,1003,2025-04-14,5526,1.36,7515.36
21386,4006,1009,2025-05-08,4800,0.45,2160.0
21387,4004,1014,2025-11-07,8641,1.23,10628.43
21388,4004,1004,2025-08-26,3904,0.48,1873.92
21389,4008,1004,2023-06-11,7458,1.11,8278.38
21390,4009,1020,2024-02-01,9732,0.43,4184.76
21391,4009,1023,2025-04-20,772,0.4,308.8
21392,4010,1004,2025-05-02,8068,1.23,9923.64
21393,4006,1011,2025-03-24,8239,2.19,18043.41
21394,4009,1002,2025-02-27,9040,0.63,5695.2
21395,4002,1010,2025-12-22,9686,0.69,6683.34
21396,4003,1011,2023-01-24,7867,0.8,6293.6
21397,4007,1025,2025-03-13,5147,0.41,2110.27
21398,4009,1021,2025-08-18,3068,0.63,1932.84
21399,4008,1017,2024-02-06,5650,1.8,10170.0
21400,4006,1018,2023-03-28,3196,2.36,7542.56
21401,4004,1017,2023-09-10,9211,2.16,19895.76
21402,4006,1001,2025-09-06,1307,0.53,692.71
21403,4010,1023,2024-05-18,2591,0.76,1969.16
21404,4002,1024,2024-07-18,933,2.26,2108.58
21405,4010,1011,2025-02-27,8957,0.88,7882.16
21406,4002,1023,2023-08-17,9682,1.92,18589.44
21407,4006,1004,2023-09-10,9339,2.15,20078.85
21408,4005,1019,2023-09-05,5216,0.78,4068.48
21409,4007,1017,2023-08-09,2565,1.67,4283.55
21410,4004,1022,2023-05-19,8245,1.34,11048.3
21411,4009,1007,2025-11-19,3752,1.17,4389.84
21412,4008,1025,2024-10-04,7946,1.61,12793.06
21413,4001,1009,2025-08-14,6370,2.07,13185.9
21414,4009,1023,2023-09-12,9858,1.64,16167.12
21415,4005,1020,2024-02-21,9717,2.11,20502.87
21416,4006,1025,2023-12-26,4049,0.98,3968.02
21417,4003,1002,2024-06-15,9638,1.74,16770.12
21418,4001,1007,2024-01-11,3519,1.27,4469.13
21419,4009,1017,2023-07-27,5344,1.19,6359.36
21420,4004,1009,2023-11-16,1023,2.14,2189.22
21421,4002,1001,2024-06-11,9051,1.56,14119.56
21422,4004,1008,2024-06-12,9189,1.47,13507.83
21423,4004,1003,2024-03-09,7086,0.88,6235.68
21424,4004,1006,2023-07-05,9403,1.6,15044.8
21425,4009,1011,2025-06-24,3563,1.78,6342.14
21426,4004,1015,2024-05-17,7765,1.09,8463.85
21427,4005,1010,2023-06-04,1466,1.65,2418.9
21428,4009,1011,2025-06-11,1400,1.99,2786.0
21429,4010,1020,2025-08-08,3678,1.96,7208.88
21430,4010,1017,2023-07-14,8374,0.52,4354.48
21431,4004,1015,2025-05-10,800,2.42,1936.0
21432,4008,1002,2024-06-16,7482,1.57,11746.74
21433,4007,1007,2023-12-11,5738,0.28,1606.64
21434,4006,1003,2025-04-28,8333,1.67,13916.11
21435,4002,1015,2025-04-20,585,0.85,497.25
21436,4006,1002,2025-05-22,2897,2.29,6634.13
21437,4005,1005,2024-03-27,4717,1.86,8773.62
21438,4005,1012,2024-11-11,5942,0.11,653.62
21439,4010,1008,2025-03-03,7112,0.26,1849.12
21440,4008,1002,2023-06-09,3386,2.27,7686.22
21441,4005,1012,2025-11-18,2308,0.19,438.52
21442,4009,1006,2023-05-07,8194,0.79,6473.26
21443,4008,1025,2024-01-08,6282,1.73,10867.86
21444,4005,1011,2025-11-23,2056,2.26,4646.56
21445,4007,1004,2024-02-18,581,1.44,836.64
21446,4002,1020,2023-05-23,9320,2.41,22461.2
21447,4001,1001,2025-12-12,9361,1.95,18253.95
21448,4005,1014,2025-06-18,6811,1.97,13417.67
21449,4009,1005,2025-11-05,6756,1.82,12295.92
21450,4005,1010,2024-03-20,4566,2.44,11141.04
21451,4010,1019,2025-07-29,2881,0.19,547.39
21452,4010,1021,2024-11-30,4463,1.24,5534.12
21453,4007,1017,2024-01-09,7114,1.99,14156.86
21454,4004,1005,2024-01-06,3022,1.36,4109.92
21455,4010,1011,2023-12-10,8260,2.25,18585.0
21456,4001,1008,2024-05-14,7054,0.94,6630.76
21457,4004,1010,2025-04-16,6784,2.13,14449.92
21458,4009,1003,2024-10-25,5191,1.81,9395.71
21459,4008,1012,2025-09-03,3602,0.63,2269.26
21460,4007,1019,2023-01-11,1891,0.33,624.03
21461,4007,1003,2025-06-12,2494,2.15,5362.1
21462,4008,1006,2023-03-29,2020,1.79,3615.8
21463,4009,1023,2023-04-03,7774,1.63,12671.62
21464,4007,1009,2025-10-03,6579,0.76,5000.04
21465,4009,1004,2025-01-03,7336,0.32,2347.52
21466,4002,1023,2023-06-12,9623,1.17,11258.91
21467,4001,1018,2024-08-09,7366,0.75,5524.5
21468,4009,1020,2023-12-22,9298,0.66,6136.68
21469,4003,1020,2024-08-13,1406,2.27,3191.62
21470,4002,1010,2023-08-24,1315,1.98,2603.7
21471,4009,1013,2025-06-24,1648,1.99,3279.52
21472,4009,1021,2024-03-07,4908,2.18,10699.44
21473,4007,1022,2025-12-04,1373,2.03,2787.19
21474,4004,1007,2025-04-07,6879,2.38,16372.02
21475,4004,1001,2024-11-14,8141,0.3,2442.3
21476,4004,1023,2025-03-16,5196,2.31,12002.76
21477,4009,1017,2024-01-01,7423,0.29,2152.67
21478,4008,1024,2024-05-08,7584,1.09,8266.56
21479,4009,1021,2023-01-07,8954,1.31,11729.74
21480,4005,1013,2025-05-20,6149,2.27,13958.23
21481,4002,1015,2024-11-26,5615,1.28,7187.2
21482,4001,1007,2025-12-11,529,0.17,89.93
21483,4004,1004,2023-09-19,6559,1.79,11740.61
21484,4010,1008,2024-12-01,8358,2.13,17802.54
21485,4008,1002,2024-04-20,1523,0.16,243.68
21486,4001,1001,2025-11-28,1556,1.12,1742.72
21487,4009,1012,2025-01-23,8216,0.73,5997.68
21488,4005,1024,2024-08-28,9076,1.82,16518.32
21489,4007,1003,2025-02-26,9504,1.49,14160.96
21490,4007,1020,2023-11-15,2001,1.26,2521.26
21491,4006,1004,2025-01-04,5558,2.32,12894.56
21492,4001,1015,2023-09-20,1438,2.1,3019.8
21493,4007,1013,2025-11-07,7048,0.85,5990.8
21494,4001,1010,2025-12-28,3781,1.39,5255.59
21495,4004,1012,2025-03-25,1503,1.91,2870.73
21496,4006,1016,2024-06-03,625,0.34,212.5
21497,4005,1022,2023-06-28,8398,1.51,12680.98
21498,4007,1006,2024-03-13,1646,0.64,1053.44
21499,4007,1016,2025-02-05,2702,2.44,6592.88
21500,4008,1018,2025-05-21,5449,0.39,2125.11
21501,4005,1002,2024-05-11,677,0.41,277.57
21502,4010,1015,2025-05-27,635,2.44,1549.4
21503,4003,1007,2024-10-01,7144,0.15,1071.6
21504,4009,1024,2023-06-15,4013,1.21,4855.73
21505,4010,1013,2025-07-31,8876,1.3,11538.8
21506,4003,1002,2025-10-21,9072,1.9,17236.8
21507,4009,1006,2023-03-03,9872,1.33,13129.76
21508,4001,1001,2024-08-27,7620,0.24,1828.8
21509,4008,1019,2023-03-26,6863,1.47,10088.61
21510,4002,1016,2023-02-04,6264,2.16,13530.24
21511,4002,1004,2025-01-09,2001,1.04,2081.04
21512,4007,1025,2023-01-13,4509,1.09,4914.81
21513,4007,1023,2023-11-10,2272,0.54,1226.88
21514,4007,1012,2024-12-15,5892,0.33,1944.36
21515,4004,1016,2024-10-27,8439,1.07,9029.73
21516,4009,1010,2025-09-02,5784,0.95,5494.8
21517,4010,1015,2025-07-24,2152,2.49,5358.48
21518,4010,1007,2024-07-27,5871,0.46,2700.66
21519,4007,1014,2024-09-30,4272,2.41,10295.52
21520,4010,1012,2023-01-25,1421,2.25,3197.25
21521,4007,1017,2025-01-14,3263,2.48,8092.24
21522,4009,1015,2025-06-24,4942,0.36,1779.12
21523,4006,1025,2025-04-10,8878,2.33,20685.74
21524,4006,1009,2025-10-31,2608,2.32,6050.56
21525,4002,1001,2024-05-08,6371,1.76,11212.96
21526,4008,1004,2023-07-03,4998,1.44,7197.12
21527,4005,1010,2023-01-26,742,2.11,1565.62
21528,4009,1014,2025-05-20,3207,0.5,1603.5
21529,4008,1025,2024-09-22,9088,1.07,9724.16
21530,4006,1005,2023-02-26,8332,0.69,5749.08
21531,4004,1001,2025-05-13,1904,0.81,1542.24
21532,4004,1019,2024-04-20,5102,1.89,9642.78
21533,4010,1009,2024-10-17,8672,0.11,953.92
21534,4009,1012,2025-12-30,3592,0.41,1472.72
21535,4008,1002,2023-01-07,6487,0.81,5254.47
21536,4009,1024,2025-07-18,4795,0.15,719.25
21537,4009,1007,2025-06-12,5427,0.95,5155.65
21538,4005,1001,2023-07-26,845,1.32,1115.4
21539,4001,1005,2025-06-12,3301,1.31,4324.31
21540,4005,1018,2023-10-25,5263,1.9,9999.7
21541,4001,1011,2024-11-21,3467,0.91,3154.97
21542,4009,1010,2023-12-30,2401,1.12,2689.12
21543,4005,1018,2025-07-23,3088,2.13,6577.44
21544,4005,1007,2024-08-24,3680,0.18,662.4
21545,4004,1024,2025-10-07,6314,0.34,2146.76
21546,4008,1016,2025-10-26,7900,0.58,4582.0
21547,4010,1025,2024-07-06,2894,2.21,6395.74
21548,4006,1014,2024-10-16,943,1.51,1423.93
21549,4004,1008,2024-10-31,3327,0.76,2528.52
21550,4007,1014,2025-02-20,6768,1.81,12250.08
21551,4009,1010,2023-09-08,8346,1.64,13687.44
21552,4005,1017,2025-07-12,1368,0.84,1149.12
21553,4010,1014,2023-04-13,4375,0.66,2887.5
21554,4008,1018,2024-04-19,7023,1.64,11517.72
21555,4010,1006,2024-11-12,9461,0.11,1040.71
21556,4007,1003,2025-03-23,3353,2.23,7477.19
21557,4009,1005,2024-04-06,1262,1.44,1817.28
21558,4001,1020,2024-07-03,6573,1.77,11634.21
21559,4001,1010,2024-05-21,8943,0.26,2325.18
21560,4004,1012,2023-10-16,6459,1.52,9817.68
21561,4002,1023,2023-06-06,2767,1.87,5174.29
21562,4007,1012,2024-05-22,2903,2.3,6676.9
21563,4010,1024,2023-07-26,6432,1.31,8425.92
21564,4007,1005,2024-02-04,6961,1.25,8701.25
21565,4001,1018,2023-12-18,3302,0.6,1981.2
21566,4003,1008,2025-09-18,9715,0.92,8937.8
21567,4004,1025,2025-02-12,7926,0.53,4200.78
21568,4003,1002,2023-08-28,2862,1.96,5609.52
21569,4007,1002,2024-07-11,4968,1.12,5564.16
21570,4001,1016,2023-02-11,3476,2.14,7438.64
21571,4007,1021,2023-11-14,893,1.74,1553.82
21572,4002,1024,2025-07-19,2956,1.63,4818.28
21573,4007,1002,2023-01-10,4281,1.89,8091.09
21574,4004,1020,2024-10-12,3502,1.87,6548.74
21575,4001,1001,2023-12-09,9523,0.77,7332.71
21576,4001,1002,2023-09-20,1965,0.69,1355.85
21577,4003,1017,2024-03-03,5908,0.75,4431.0
21578,4008,1014,2024-06-23,6909,2.37,16374.33
21579,4007,1023,2025-02-24,4475,1.5,6712.5
21580,4001,1024,2023-06-20,9393,1.01,9486.93
21581,4004,1004,2025-04-20,1945,2.47,4804.15
21582,4004,1015,2025-08-13,1684,0.57,959.88
21583,4004,1006,2025-04-06,5116,1.16,5934.56
21584,4009,1004,2024-05-13,5283,0.52,2747.16
21585,4002,1011,2024-03-04,7248,0.66,4783.68
21586,4002,1001,2025-11-30,6122,0.53,3244.66
21587,4001,1012,2024-07-25,1835,0.87,1596.45
21588,4009,1014,2024-07-17,8942,1.18,10551.56
21589,4005,1025,2023-03-12,4230,0.19,803.7
21590,4005,1025,2025-08-29,876,1.55,1357.8
21591,4005,1021,2025-01-31,1673,1.65,2760.45
21592,4004,1017,2024-03-30,9518,2.08,19797.44
21593,4008,1025,2023-04-28,2204,0.64,1410.56
21594,4005,1019,2024-02-19,7002,0.42,2940.84
21595,4009,1015,2023-04-05,7933,1.54,12216.82
21596,4009,1004,2025-06-05,8647,1.8,15564.6
21597,4004,1025,2024-11-16,8683,0.99,8596.17
21598,4007,1021,2024-03-17,9257,1.72,15922.04
21599,4001,1006,2024-04-11,1274,1.85,2356.9
21600,4001,1022,2025-09-06,2561,0.22,563.42
21601,4003,1009,2025-04-11,2475,1.33,3291.75
21602,4007,1023,2024-10-01,2667,1.56,4160.52
21603,4003,1009,2023-04-30,2089,1.81,3781.09
21604,4004,1011,2024-05-21,685,1.25,856.25
21605,4007,1022,2024-04-03,7497,1.71,12819.87
21606,4002,1025,2025-06-21,5425,1.85,10036.25
21607,4006,1024,2023-04-18,4946,1.48,7320.08
21608,4004,1020,2024-07-14,8225,0.25,2056.25
21609,4008,1012,2025-07-02,4844,1.52,7362.88
21610,4007,1015,2025-04-23,7749,0.44,3409.56
21611,4003,1008,2023-09-21,9545,1.27,12122.15
21612,4007,1020,2024-04-06,8544,2.22,18967.68
21613,4005,1023,2025-06-11,6995,2.16,15109.2
21614,4001,1019,2023-06-15,9956,0.27,2688.12
21615,4009,1009,2023-01-26,6254,0.69,4315.26
21616,4002,1014,2023-11-22,2321,0.88,2042.48
21617,4001,1015,2023-02-12,2291,0.41,939.31
21618,4004,1006,2025-10-26,9888,1.13,11173.44
21619,4010,1011,2023-01-12,8687,1.05,9121.35
21620,4003,1022,2025-05-30,1017,1.24,1261.08
21621,4002,1021,2024-12-13,3936,0.71,2794.56
21622,4008,1005,2025-10-18,562,2.18,1225.16
21623,4007,1005,2023-02-12,6773,1.87,12665.51
21624,4003,1015,2024-11-03,7276,2.17,15788.92
21625,4004,1017,2023-01-16,8458,2.19,18523.02
21626,4008,1016,2023-12-25,6605,2.31,15257.55
21627,4003,1006,2025-06-27,9509,0.86,8177.74
21628,4006,1005,2025-03-30,8701,1.34,11659.34
21629,4002,1025,2023-12-17,8117,2.11,17126.87
21630,4002,1012,2024-03-20,9349,2.06,19258.94
21631,4001,1013,2025-01-31,8992,2.22,19962.24
21632,4007,1014,2024-02-24,3670,1.14,4183.8
21633,4004,1014,2025-03-21,7156,0.48,3434.88
21634,4001,1016,2023-07-22,5023,1.65,8287.95
21635,4010,1019,2023-01-19,6410,1.25,8012.5
21636,4003,1015,2023-07-11,4033,2.1,8469.3
21637,4007,1025,2023-04-08,3583,0.58,2078.14
21638,4009,1006,2024-07-14,7637,0.28,2138.36
21639,4007,1025,2023-11-12,4149,0.93,3858.57
21640,4008,1011,2023-02-08,5465,2.13,11640.45
21641,4005,1023,2024-02-06,3643,2.19,7978.17
21642,4008,1015,2024-05-30,2626,2.43,6381.18
21643,4006,1017,2024-02-24,4573,1.73,7911.29
21644,4001,1001,2025-03-24,8225,2.08,17108.0
21645,4004,1019,2025-05-03,729,1.44,1049.76
21646,4008,1003,2023-11-13,9692,1.72,16670.24
21647,4001,1007,2023-01-05,5910,0.97,5732.7
21648,4005,1007,2025-08-17,1254,1.79,2244.66
