InventoryID,WarehouseID,ProductID,OnHand,OnOrder,LastUpdated
32006,5003,1008,6294,1363,2024-01-24
32007,5012,1021,17794,1086,2024-12-21
32008,5013,1003,10260,1642,2024-07-23
32009,5014,1005,9460,4237,2023-02-14
32010,5004,1014,16242,4316,2023-02-21
32011,5004,1013,406,4614,2023-09-24
32012,5014,1008,2161,4734,2023-08-25
32013,5005,1018,9344,1282,2025-11-30
32014,5002,1023,6824,3347,2025-01-04
32015,5001,1004,11195,4605,2023-01-11
32016,5005,1007,13742,1332,2023-12-06
32017,5014,1017,19614,4625,2025-03-01
32018,5008,1009,10328,4746,2023-06-14
32019,5002,1020,2380,1938,2023-06-15
32020,5014,1021,18587,112,2023-02-13
32021,5007,1016,18228,2648,2024-08-24
32022,5015,1023,19965,2843,2025-04-27
32023,5005,1011,5126,3932,2023-03-29
32024,5014,1002,5664,369,2025-12-02
32025,5001,1024,6607,4955,2024-02-25
32026,5002,1007,4207,4926,2025-06-09
32027,5008,1017,9046,168,2025-06-03
32028,5015,1024,5553,1124,2025-11-24
32029,5014,1022,12301,216,2025-03-13
32030,5010,1016,4467,2639,2024-07-10
32031,5006,1005,15791,4143,2024-05-18
32032,5007,1003,3751,1365,2025-03-02
32033,5003,1008,12591,400,2023-12-06
32034,5009,1009,4641,3095,2025-08-28
32035,5014,1019,5789,2483,2023-09-10
32036,5012,1003,11827,785,2023-07-31
32037,5003,1023,4963,1466,2025-03-29
32038,5005,1023,5011,1091,2023-11-27
32039,5002,1022,9638,504,2024-03-11
32040,5002,1023,11323,1655,2024-11-08
32041,5005,1005,15611,3947,2023-07-02
32042,5003,1020,4610,3890,2025-11-04
32043,5006,1009,369,2156,2025-12-09
32044,5009,1021,14482,2938,2023-02-12
32045,5010,1007,444,4193,2023-07-07
32046,5013,1017,3145,2604,2024-05-22
32047,5008,1024,5120,3797,2024-04-06
32048,5003,1017,4415,1683,2025-10-26
32049,5006,1007,19798,4752,2025-12-09
32050,5009,1023,3741,2286,2023-03-28
32051,5009,1017,5591,731,2025-08-05
32052,5015,1002,2532,4955,2023-02-23
32053,5009,1018,9543,2821,2023-10-14
32054,5003,1025,13505,2532,2024-03-31
32055,5001,1009,10528,1240,2025-02-20
32056,5015,1012,14088,1159,2024-11-27
32057,5012,1017,18985,1157,2025-03-16
32058,5014,1018,16904,349,2023-05-15
32059,5002,1002,4867,3896,2025-01-20
32060,5013,1009,19789,4663,2024-07-18
32061,5001,1019,8520,2609,2025-10-15
32062,5005,1008,14712,773,2025-07-03
32063,5005,1019,11280,2655,2025-06-04
32064,5008,1009,5706,3327,2023-12-28
32065,5004,1014,13371,3597,2025-01-05
32066,5007,1005,2643,300,2024-08-20
32067,5002,1020,5484,4734,2024-03-27
32068,5004,1010,10717,4495,2025-10-09
32069,5004,1016,1068,2337,2025-01-14
32070,5009,1009,12358,41,2025-12-25
32071,5010,1002,18919,1167,2024-03-12
32072,5014,1015,4401,3792,2023-08-01
32073,5006,1012,17127,2461,2025-04-19
32074,5003,1020,14067,839,2024-01-15
32075,5004,1008,12273,687,2024-04-04
32076,5006,1010,142,4117,2024-06-14
32077,5005,1024,9850,4684,2025-02-23
32078,5015,1020,3310,3891,2024-04-01
32079,5003,1009,17958,4488,2025-01-25
32080,5011,1022,16021,1739,2024-08-22
32081,5014,1011,5050,1680,2024-09-28
32082,5014,1006,13682,1133,2024-06-24
32083,5013,1010,9661,3542,2023-01-22
32084,5005,1007,7035,2689,2024-02-26
32085,5013,1003,15124,3258,2025-04-21
32086,5002,1018,11039,3979,2025-11-03
32087,5004,1018,13195,3812,2023-01-21
32088,5008,1008,15610,4592,2025-12-28
32089,5002,1015,16556,2960,2024-03-31
32090,5014,1018,16365,2045,2024-11-15
32091,5013,1014,19929,1322,2024-01-13
32092,5014,1013,2973,1550,2025-05-19
32093,5001,1018,9850,4042,2025-06-30
32094,5007,1012,9451,1901,2023-08-15
32095,5007,1020,11949,3188,2023-05-09
32096,5003,1016,7812,88,2023-01-01
32097,5011,1017,19266,1248,2023-09-05
32098,5003,1010,19113,3668,2024-09-17
32099,5007,1008,978,2021,2024-06-23
32100,5008,1025,3726,1614,2023-04-25
32101,5008,1019,6185,4519,2023-05-27
32102,5014,1014,11860,2915,2023-09-16
32103,5004,1006,17075,1886,2024-08-10
32104,5015,1005,12872,1046,2023-04-08
32105,5001,1013,19053,168,2025-09-08
32106,5001,1016,9262,4231,2025-11-19
32107,5001,1006,15811,4121,2024-12-24
32108,5002,1003,2063,3723,2025-08-11
32109,5013,1011,6413,2846,2025-01-28
32110,5002,1024,17583,2986,2023-02-08
32111,5015,1012,4361,2846,2023-08-06
32112,5004,1015,6524,390,2024-01-25
32113,5012,1014,13982,3831,2023-01-06
32114,5004,1010,15719,4558,2024-12-12
32115,5007,1010,19247,3564,2024-09-14
32116,5003,1014,9785,303,2025-09-28
32117,5007,1024,1374,1391,2024-03-01
32118,5003,1014,7001,3737,2025-05-09
32119,5006,1023,4802,4675,2025-11-12
32120,5009,1016,8141,4321,2024-11-25
32121,5003,1019,17245,1309,2023-12-07
32122,5003,1009,17660,4968,2025-04-08
32123,5002,1017,5689,2928,2023-09-24
32124,5009,1023,5107,1679,2023-09-10
32125,5003,1009,4009,3414,2024-11-23
32126,5007,1005,16472,3086,2023-02-19
32127,5012,1012,5757,1812,2024-09-02
32128,5011,1001,842,102,2024-05-01
32129,5008,1013,16052,3961,2024-01-21
32130,5005,1025,16495,1137,2023-01-28
32131,5015,1007,407,2677,2023-02-25
32132,5013,1025,10490,3422,2025-06-04
32133,5015,1017,11584,801,2025-07-13
32134,5002,1014,14045,3693,2024-10-19
32135,5005,1006,3175,1086,2025-11-19
32136,5011,1001,6859,2473,2024-06-25
32137,5004,1010,11716,551,2025-04-08
32138,5010,1011,8313,2414,2025-02-15
32139,5007,1001,18504,3170,2024-03-20
32140,5014,1006,3047,3427,2023-04-26
32141,5004,1005,13774,1879,2023-12-24
32142,5005,1016,6627,155,2025-03-23
32143,5013,1005,2599,2051,2025-02-15
32144,5009,1004,5935,232,2024-04-30
32145,5003,1018,8156,4724,2024-05-11
32146,5015,1005,3579,1790,2024-12-07
32147,5011,1003,10183,1520,2023-04-26
32148,5010,1022,18235,1823,2025-04-09
32149,5011,1013,7520,4973,2024-08-25
32150,5013,1021,10730,4875,2023-11-27
32151,5010,1001,4086,2774,2023-09-16
32152,5013,1018,19836,3714,2025-11-12
32153,5015,1006,19797,3811,2023-10-16
32154,5015,1019,10269,2893,2023-05-06
32155,5006,1004,13037,3034,2023-11-08
32156,5003,1006,13747,4088,2023-12-23
32157,5001,1006,14154,4350,2024-10-09
32158,5001,1009,11802,2452,2025-08-27
32159,5015,1020,17460,4750,2025-08-03
32160,5003,1018,8060,691,2024-08-14
32161,5004,1006,15860,471,2024-02-21
32162,5001,1011,8608,3447,2024-04-07
32163,5004,1025,5324,1592,2024-05-04
32164,5007,1019,11363,998,2023-03-10
32165,5013,1011,4432,4900,2024-10-03
32166,5002,1021,5831,1759,2025-03-21
32167,5001,1017,11148,4245,2023-03-06
32168,5003,1016,5203,2227,2024-07-14
32169,5013,1005,13940,2866,2023-03-21
32170,5011,1013,2,597,2023-01-18
32171,5012,1005,10977,456,2024-04-07
32172,5001,1001,8855,2330,2023-11-08
32173,5014,1001,16198,4990,2023-05-20
32174,5003,1020,3212,3945,2025-10-19
32175,5013,1013,4390,836,2025-03-04
32176,5005,1005,1812,3017,2024-04-19
32177,5003,1005,4187,2219,2024-09-19
32178,5010,1023,13043,4999,2025-01-11
32179,5002,1017,13300,96,2024-04-04
32180,5003,1020,1889,1036,2023-07-21
32181,5015,1009,19436,959,2025-11-06
32182,5014,1016,7395,4143,2024-05-30
32183,5014,1003,18616,1318,2025-12-08
32184,5014,1007,15062,4503,2025-08-20
32185,5015,1023,7086,1764,2024-11-20
32186,5015,1001,6838,1553,2024-04-19
32187,5010,1014,10051,517,2025-09-27
32188,5003,1012,425,3375,2024-06-20
32189,5013,1023,10941,2723,2025-05-10
32190,5014,1025,10348,1445,2024-02-10
32191,5009,1012,3394,3631,2025-09-29
32192,5006,1023,1890,4965,2025-12-04
32193,5011,1024,6491,3610,2024-11-29
32194,5013,1013,4338,4919,2025-03-07
32195,5013,1007,9244,4938,2025-05-27
32196,5002,1020,7199,3340,2025-03-17
32197,5009,1016,17835,2789,2024-06-20
32198,5003,1014,8855,2816,2024-10-14
32199,5009,1019,8824,4548,2024-11-18
32200,5015,1013,18679,594,2023-06-30
32201,5008,1013,12656,3775,2025-03-30
32202,5011,1024,11167,3383,2024-07-14
32203,5001,1013,12721,1855,2024-10-26
32204,5011,1006,9257,2453,2023-08-03
32205,5010,1010,6701,2780,2025-05-09
32206,5011,1009,1995,4399,2024-01-21
32207,5010,1003,3469,438,2023-07-27
32208,5001,1016,8346,3744,2024-01-01
32209,5002,1001,11969,3264,2025-06-11
32210,5006,1010,9095,103,2024-08-17
32211,5006,1019,14638,3250,2024-01-30
32212,5013,1021,8987,3118,2024-09-17
32213,5013,1022,3203,4430,2024-12-17
32214,5012,1016,1177,955,2024-08-11
32215,5015,1023,1325,1300,2023-10-07
32216,5003,1020,19477,3497,2024-12-23
32217,5006,1019,17420,736,2025-01-06
32218,5002,1017,16600,2421,2023-09-24
32219,5007,1004,765,2107,2023-03-29
32220,5015,1002,5182,1247,2025-12-14
32221,5009,1006,5163,221,2023-11-22
32222,5013,1006,1603,399,2024-09-12
32223,5013,1005,885,237,2023-09-26
32224,5015,1015,16128,1611,2023-11-19
32225,5005,1014,6328,4530,2024-12-10
32226,5003,1019,13267,1050,2024-12-13
32227,5013,1016,1413,2443,2025-12-10
32228,5005,1016,2538,1690,2025-07-28
32229,5011,1020,7406,1351,2024-10-21
32230,5004,1023,5681,1910,2025-02-17
32231,5012,1019,17147,4270,2025-02-03
32232,5011,1008,12693,3203,2024-09-06
32233,5004,1005,10162,2486,2023-03-30
32234,5013,1015,6793,2272,2023-07-15
32235,5003,1008,14792,1798,2023-12-29
32236,5006,1006,8315,560,2023-10-22
32237,5006,1005,19262,4345,2024-02-11
32238,5008,1008,4313,847,2023-06-09
32239,5014,1004,9836,4607,2025-12-24
32240,5009,1007,1029,1898,2025-12-29
32241,5003,1012,19966,4246,2024-08-04
32242,5012,1013,17150,4554,2025-08-23
32243,5003,1002,15225,103,2025-11-08
32244,5002,1008,9024,2244,2023-03-22
32245,5005,1016,643,2334,2024-11-08
32246,5002,1015,18846,770,2023-10-05
32247,5013,1015,7685,9,2024-10-14
32248,5004,1019,3459,3759,2023-12-09
32249,5015,1008,9302,2908,2024-02-02
32250,5007,1018,9401,3434,2025-02-09
32251,5013,1021,15234,2335,2024-02-07
32252,5006,1014,525,4342,2023-07-02
32253,5010,1013,12937,2129,2024-06-24
32254,5015,1005,3304,2598,2025-08-11
32255,5014,1022,13580,389,2023-01-27
32256,5009,1017,17983,4726,2024-08-03
32257,5005,1011,17844,1923,2025-11-07
32258,5003,1022,15833,4290,2023-05-30
32259,5013,1020,7200,3620,2023-12-19
32260,5004,1018,16067,928,2023-06-18
32261,5012,1009,2830,2184,2024-12-27
32262,5002,1020,19599,4371,2025-06-23
32263,5001,1019,15505,2925,2025-03-04
32264,5010,1021,15056,4769,2024-09-12
32265,5015,1007,5743,257,2025-02-15
32266,5009,1014,18207,255,2023-10-08
32267,5003,1017,11227,4498,2025-02-07
32268,5008,1017,17570,3778,2024-01-14
32269,5008,1009,1137,1268,2024-09-01
32270,5004,1022,1592,4775,2024-12-29
32271,5007,1014,5438,4928,2024-03-24
32272,5009,1017,15214,1342,2023-04-14
32273,5005,1004,4757,1631,2025-01-18
32274,5003,1017,13789,369,2024-02-08
32275,5001,1004,4331,1491,2025-08-27
32276,5015,1023,19710,4116,2023-08-22
32277,5008,1006,15253,3777,2025-09-11
32278,5013,1004,10662,343,2023-09-08
32279,5008,1024,3201,2487,2024-01-16
32280,5010,1015,19710,2433,2023-05-06
32281,5004,1004,13583,1103,2025-11-08
32282,5005,1018,10389,4021,2024-07-27
32283,5004,1007,8546,2938,2025-01-11
32284,5010,1015,10283,1529,2025-09-18
32285,5002,1003,473,4554,2025-10-03
32286,5011,1009,18986,3098,2024-02-23
32287,5012,1005,8455,3468,2023-06-28
32288,5006,1025,4921,4845,2025-11-24
32289,5011,1013,14043,661,2023-06-07
32290,5001,1025,12922,2330,2025-02-05
32291,5007,1004,1977,453,2025-06-23
32292,5001,1003,7566,4945,2024-01-14
32293,5012,1020,1978,4819,2023-05-01
32294,5011,1016,3509,342,2023-05-19
32295,5003,1021,13993,751,2025-08-06
32296,5013,1016,8667,3920,2025-05-13
32297,5005,1021,19195,3858,2025-07-02
32298,5004,1003,3643,4913,2023-04-21
32299,5013,1022,5290,2048,2023-07-17
32300,5004,1007,1078,3663,2023-05-04
32301,5005,1004,10721,3484,2025-05-17
32302,5012,1008,3803,3045,2025-01-11
32303,5013,1008,250,2047,2024-02-10
32304,5002,1005,12953,383,2023-10-27
32305,5004,1023,4361,1871,2023-03-11
32306,5013,1021,14267,2122,2025-08-30
32307,5015,1021,12531,1572,2024-08-04
32308,5012,1017,12335,4513,2023-12-23
32309,5005,1014,15922,2973,2024-05-25
32310,5011,1018,13888,4973,2023-09-03
32311,5001,1011,1161,3541,2023-12-30
32312,5013,1008,4865,2889,2023-02-14
32313,5014,1010,14928,2723,2024-10-20
32314,5008,1016,19464,393,2023-10-15
32315,5002,1018,578,985,2023-11-24
32316,5013,1019,8397,4113,2023-05-19
32317,5004,1023,1696,4197,2025-11-20
32318,5005,1003,14041,2222,2023-11-15
32319,5010,1021,10660,367,2024-04-09
32320,5007,1001,10295,2328,2023-12-20
32321,5007,1008,14091,220,2024-07-05
32322,5005,1001,16080,3745,2023-06-19
32323,5011,1021,10065,4139,2024-08-03
32324,5012,1008,13273,3055,2024-08-16
32325,5001,1017,13633,1332,2023-12-12
32326,5007,1011,16718,3090,2024-12-15
32327,5015,1015,19741,4140,2024-04-01
32328,5011,1022,13507,4414,2023-11-21
32329,5011,1020,1410,4275,2023-02-01
32330,5007,1006,275,840,2025-09-16
32331,5001,1005,5529,522,2025-03-19
32332,5012,1008,8977,1444,2023-12-02
32333,5008,1011,1933,2408,2024-01-28
32334,5009,1025,11408,1731,2024-06-01
32335,5003,1004,18808,4535,2024-03-15
32336,5006,1010,9065,4997,2025-05-05
32337,5015,1025,17089,310,2025-08-20
32338,5001,1003,11218,2627,2024-09-15
32339,5007,1015,837,496,2023-11-14
32340,5005,1001,9091,4192,2024-05-11
32341,5013,1003,2120,4036,2024-06-19
32342,5010,1023,4562,1026,2023-09-09
32343,5010,1005,2948,4643,2025-01-26
32344,5014,1008,5013,2101,2025-11-30
32345,5011,1015,5568,3115,2025-03-24
32346,5004,1001,5,1496,2025-12-18
32347,5013,1008,3636,904,2025-04-21
32348,5009,1017,17294,1885,2024-05-13
32349,5007,1023,6046,85,2024-09-16
32350,5011,1022,804,4606,2025-02-08
32351,5004,1015,2850,3310,2025-03-04
32352,5009,1014,11304,2853,2024-11-30
32353,5008,1004,18283,3451,2024-04-07
32354,5012,1018,17096,986,2024-06-10
32355,5009,1010,7375,89,2023-02-04
32356,5010,1023,16917,4638,2023-03-17
32357,5012,1022,18702,3992,2025-12-01
32358,5005,1012,9762,2417,2025-12-13
32359,5008,1021,17860,3956,2025-08-04
32360,5013,1024,13239,4643,2024-05-05
32361,5002,1017,2998,3296,2025-09-16
32362,5006,1022,1406,151,2024-03-06
32363,5014,1008,18571,2853,2025-11-02
32364,5004,1018,19257,668,2023-12-31
32365,5011,1005,7484,1166,2024-09-24
32366,5007,1018,3354,605,2025-10-21
32367,5015,1011,7089,937,2025-01-11
32368,5009,1011,18110,4289,2023-05-23
32369,5007,1017,4931,4678,2025-11-15
32370,5011,1011,10813,3997,2023-07-03
32371,5006,1017,203,2784,2023-05-20
32372,5010,1024,15990,1016,2023-04-06
32373,5013,1015,1638,1019,2023-04-09
32374,5008,1016,15671,134,2023-03-10
32375,5010,1025,5331,1369,2025-02-25
32376,5002,1008,2588,2506,2023-10-25
32377,5004,1002,15565,4495,2023-01-29
32378,5001,1016,10177,4388,2025-09-05
32379,5007,1008,10238,484,2024-10-09
32380,5009,1016,2707,1050,2024-08-01
32381,5009,1016,6846,665,2024-09-02
32382,5012,1004,11421,411,2025-01-29
32383,5014,1004,9787,2031,2024-10-21
32384,5001,1023,12473,881,2025-12-05
32385,5004,1022,14687,4611,2024-10-04
32386,5010,1018,8407,4766,2025-06-08
32387,5008,1001,7150,4633,2023-08-23
32388,5004,1023,113,1441,2023-01-23
32389,5003,1016,5843,211,2024-06-15
32390,5005,1006,2309,2209,2025-06-18
32391,5003,1010,2978,1393,2023-12-16
32392,5008,1010,5564,3226,2025-04-03
32393,5002,1025,7967,2052,2025-06-05
32394,5010,1019,2657,1047,2024-04-23
32395,5002,1022,14567,8,2025-10-16
32396,5007,1016,11165,4650,2024-03-17
32397,5001,1019,8588,3340,2025-11-17
32398,5015,1023,4598,275,2024-07-20
32399,5010,1019,829,1264,2024-03-14
32400,5001,1019,19308,3618,2024-01-01
32401,5009,1025,4823,2930,2025-02-20
32402,5005,1010,3286,2118,2024-01-25
32403,5011,1011,4049,2336,2023-08-06
32404,5001,1001,15780,2312,2023-06-15
32405,5002,1021,9687,3335,2025-01-31
32406,5001,1020,1171,4382,2024-08-04
32407,5015,1024,4998,4769,2023-05-10
32408,5009,1021,3707,568,2023-02-08
32409,5010,1011,17112,3694,2023-03-29
32410,5015,1006,15813,3668,2023-09-17
32411,5015,1008,17656,2689,2023-10-25
32412,5009,1003,14927,4539,2023-10-07
32413,5007,1011,10998,4210,2025-08-12
32414,5001,1010,4087,1021,2023-07-10
32415,5014,1019,14851,3795,2024-03-14
32416,5014,1015,6635,3137,2023-04-14
32417,5012,1022,7886,1053,2025-07-11
32418,5009,1017,9370,493,2025-08-13
32419,5013,1002,8336,189,2023-08-16
32420,5013,1006,14357,3863,2024-04-14
32421,5002,1007,9238,4228,2023-10-18
32422,5009,1021,17754,1100,2024-10-23
32423,5015,1024,1801,4073,2023-01-10
32424,5007,1020,19436,3752,2024-09-12
32425,5003,1021,12193,4420,2025-03-03
32426,5004,1025,10700,2029,2023-08-08
32427,5011,1022,3781,331,2024-08-24
32428,5001,1002,15274,1352,2025-07-03
32429,5015,1020,10915,3381,2025-02-24
32430,5004,1008,9625,3719,2025-10-12
32431,5005,1020,15189,3279,2023-08-12
32432,5013,1003,17046,2446,2023-04-25
32433,5001,1011,4352,1872,2025-03-12
32434,5001,1007,3262,3872,2024-11-10
32435,5005,1019,19785,4030,2023-03-20
32436,5013,1021,6203,1750,2024-04-26
32437,5009,1025,2715,621,2025-04-22
32438,5011,1006,1265,1782,2024-07-21
32439,5001,1018,1584,2210,2025-11-07
32440,5002,1001,13728,1642,2024-06-26
32441,5011,1007,63,654,2025-09-10
32442,5010,1005,8944,982,2024-11-02
32443,5013,1015,5586,3167,2023-05-25
32444,5012,1002,16620,817,2024-01-22
32445,5002,1011,17981,2374,2023-05-23
32446,5003,1013,7897,356,2025-03-13
32447,5001,1016,19234,3725,2024-12-17
32448,5013,1012,18077,1895,2023-10-04
32449,5006,1013,14178,475,2023-12-31
32450,5007,1014,13927,747,2025-04-04
32451,5008,1007,67,4512,2023-02-01
32452,5014,1021,17412,4194,2024-08-02
32453,5012,1011,7325,3797,2025-04-14
32454,5015,1022,13786,4134,2025-11-10
32455,5012,1011,15043,2615,2024-12-04
32456,5011,1004,18765,1735,2024-07-26
32457,5002,1010,7882,1406,2025-05-02
32458,5009,1011,18826,1614,2023-02-21
32459,5006,1008,9835,2708,2025-10-01
32460,5003,1005,15533,4613,2025-11-12
32461,5007,1007,2063,4788,2024-05-24
32462,5002,1013,13913,3664,2023-04-27
32463,5014,1011,5680,518,2024-06-25
32464,5007,1001,15374,57,2023-01-29
32465,5010,1012,13483,2676,2025-06-04
32466,5011,1013,12033,1413,2024-11-03
32467,5009,1025,12589,2536,2023-10-10
32468,5008,1015,10542,3393,2024-05-27
32469,5012,1017,18249,4359,2023-03-29
32470,5007,1020,5044,3455,2023-05-13
32471,5011,1023,16861,481,2023-03-08
32472,5015,1014,2510,2956,2025-06-02
32473,5012,1002,10414,2845,2023-08-01
32474,5003,1008,942,3542,2024-07-09
32475,5009,1005,8232,3713,2024-03-19
32476,5008,1020,4372,2621,2025-10-05
32477,5014,1004,1756,3659,2024-05-10
32478,5009,1010,12491,1152,2023-08-20
32479,5015,1002,14980,1220,2023-02-02
32480,5006,1001,4893,1155,2023-12-03
32481,5007,1005,8777,3842,2024-02-23
32482,5014,1016,9362,2763,2025-01-21
32483,5011,1001,6808,579,2023-05-10
32484,5008,1007,67,3773,2025-11-08
32485,5003,1019,13823,4357,2024-08-19
32486,5004,1005,2188,4332,2023-01-11
32487,5001,1003,4343,147,2024-12-25
32488,5006,1010,13033,4551,2024-02-29
32489,5015,1010,9109,1957,2025-05-18
32490,5001,1004,14539,4931,2024-04-30
32491,5003,1022,6111,2442,2025-05-08
32492,5007,1008,2910,1398,2025-07-13
32493,5007,1006,18409,3420,2025-10-09
32494,5010,1002,10098,305,2024-03-29
32495,5011,1003,9047,1845,2024-09-25
32496,5004,1022,11967,4627,2025-04-08
32497,5002,1025,2761,165,2025-09-28
32498,5005,1021,810,2442,2024-06-05
32499,5011,1002,17813,1294,2023-12-03
32500,5006,1012,7401,3617,2024-02-17
32501,5012,1020,14043,128,2023-09-08
32502,5011,1003,6632,1620,2023-07-28
32503,5003,1001,13983,4371,2023-06-25
32504,5009,1023,11964,3916,2023-08-09
32505,5011,1005,8667,2509,2025-04-24
32506,5015,1024,8886,1555,2025-01-31
32507,5001,1024,10955,1802,2024-10-24
32508,5001,1023,18868,1295,2024-06-23
32509,5014,1016,4675,3437,2023-01-22
32510,5014,1010,12335,2728,2024-07-21
32511,5001,1017,1429,4727,2025-04-17
32512,5001,1007,5635,4671,2025-01-21
32513,5010,1007,13285,2244,2024-06-27
32514,5002,1018,17439,3888,2025-02-20
32515,5012,1001,19675,44,2025-01-11
32516,5009,1004,1404,1475,2024-09-21
32517,5014,1023,7884,4537,2024-07-12
32518,5001,1007,11194,1228,2023-10-10
32519,5004,1011,19678,475,2024-10-23
32520,5006,1023,2328,981,2023-11-03
32521,5011,1004,11521,2062,2024-01-30
32522,5005,1009,11959,896,2023-12-20
32523,5007,1015,18264,4569,2024-03-23
32524,5010,1016,18020,4074,2024-03-26
32525,5002,1011,6178,3329,2025-10-04
32526,5002,1012,15204,1044,2024-11-25
32527,5006,1009,11005,1028,2023-12-08
32528,5012,1003,194,3803,2024-10-07
32529,5002,1023,3244,996,2025-07-31
32530,5005,1011,12747,4390,2023-07-28
32531,5004,1020,18591,4100,2024-08-28
32532,5002,1024,14028,1427,2023-12-19
32533,5007,1010,19642,1243,2023-06-08
32534,5008,1008,18811,3000,2023-01-21
32535,5015,1015,19688,964,2024-01-26
32536,5012,1006,12720,3443,2025-01-10
32537,5015,1003,7783,4608,2025-03-05
32538,5004,1006,4294,1491,2024-08-14
32539,5004,1016,14632,533,2023-07-21
32540,5001,1023,16977,4108,2024-06-06
32541,5003,1010,12507,2642,2025-12-04
32542,5008,1016,7264,4360,2025-08-26
32543,5006,1013,395,3538,2023-08-13
32544,5003,1007,3576,2497,2023-05-27
32545,5014,1010,12417,1633,2025-03-31
32546,5012,1007,8520,2348,2025-04-25
32547,5010,1003,8871,1548,2024-08-16
32548,5009,1002,15657,791,2025-01-22
32549,5005,1012,1537,150,2023-04-10
32550,5011,1021,3423,1211,2023-04-10
32551,5006,1001,11997,2427,2023-12-15
32552,5002,1001,4204,3667,2023-04-11
32553,5008,1007,16378,2677,2024-02-06
32554,5007,1012,5996,1271,2024-04-30
32555,5004,1013,19791,203,2025-12-10
32556,5007,1018,2734,4139,2024-07-15
32557,5007,1024,13544,465,2023-03-03
32558,5005,1011,7283,871,2023-11-15
32559,5002,1021,12525,3628,2023-09-25
32560,5010,1024,16571,815,2024-01-07
32561,5003,1012,3185,1958,2023-09-08
32562,5010,1024,25,1237,2024-10-02
32563,5006,1006,1253,2931,2024-07-24
32564,5004,1019,606,4161,2023-08-17
32565,5002,1023,1288,2037,2025-02-17
32566,5012,1004,2276,566,2024-10-12
32567,5013,1021,7712,1870,2023-07-05
32568,5005,1005,8871,3821,2023-10-23
32569,5014,1012,18861,3857,2025-10-13
32570,5002,1012,10268,803,2025-08-30
32571,5015,1017,8360,2532,2023-11-19
32572,5007,1017,93,3173,2024-06-20
32573,5005,1001,4607,248,2025-12-28
32574,5012,1025,14853,1956,2025-11-25
32575,5015,1018,19501,887,2024-12-03
32576,5004,1022,2772,5000,2023-07-28
32577,5004,1021,19568,3824,2024-02-13
32578,5012,1007,17079,2781,2023-02-22
32579,5015,1025,440,4499,2023-07-30
32580,5001,1025,8400,3742,2023-11-18
32581,5006,1025,10172,80,2024-06-30
32582,5010,1008,16238,3336,2023-07-01
32583,5002,1002,829,4970,2024-08-05
32584,5009,1020,16927,812,2024-08-27
32585,5013,1021,10714,428,2024-02-02
32586,5009,1004,10571,671,2023-05-16
32587,5003,1025,16419,1053,2024-05-01
32588,5007,1002,18338,171,2025-05-30
32589,5005,1020,4778,810,2023-08-26
32590,5005,1004,6136,531,2023-02-08
32591,5015,1003,13081,4248,2024-05-25
32592,5007,1001,4730,3499,2023-05-02
32593,5002,1002,2464,3927,2025-04-16
32594,5012,1024,19484,998,2023-02-28
32595,5006,1024,5993,3498,2025-10-27
32596,5004,1002,16046,3388,2023-05-14
32597,5015,1020,928,3252,2024-05-11
32598,5003,1013,13990,3612,2025-02-11
32599,5004,1014,1337,4131,2024-03-03
32600,5013,1022,19518,893,2024-12-14
32601,5006,1014,18996,4690,2025-05-22
32602,5010,1013,11506,4082,2023-10-08
32603,5009,1005,8778,3957,2024-10-20
32604,5012,1016,5979,1871,2025-10-18
32605,5008,1006,1021,3642,2023-03-29
32606,5009,1020,18674,4325,2023-10-31
32607,5002,1010,11853,413,2025-09-17
32608,5006,1019,17873,2950,2025-06-14
32609,5010,1005,6252,1459,2024-11-09
32610,5013,1015,14921,4603,2023-03-21
32611,5012,1005,6904,2086,2024-04-10
32612,5009,1003,10964,1760,2024-11-19
32613,5012,1005,4056,451,2023-11-08
32614,5010,1014,5448,2986,2025-05-27
32615,5001,1014,11706,714,2025-02-27
32616,5008,1022,14451,4943,2024-11-11
32617,5014,1025,15513,3812,2025-04-09
32618,5008,1024,14093,2252,2024-06-19
32619,5004,1013,11476,3476,2024-11-30
32620,5007,1002,1084,2290,2023-06-24
32621,5003,1022,3235,486,2024-01-15
32622,5011,1011,6818,3959,2025-09-11
32623,5008,1025,14957,1942,2025-12-10
32624,5003,1001,16082,2434,2025-02-28
32625,5004,1007,1999,1333,2023-07-24
32626,5015,1011,10176,4833,2025-04-08
32627,5007,1004,16704,3347,2023-12-24
32628,5012,1006,11308,1645,2024-04-22
32629,5013,1020,17808,3324,2023-05-01
32630,5006,1022,2186,1070,2024-07-03
32631,5012,1021,3928,1543,2024-04-30
32632,5004,1017,6216,850,2025-04-29
32633,5004,1021,4411,365,2024-12-05
32634,5015,1020,16315,527,2024-11-29
32635,5007,1023,5702,4578,2025-02-04
32636,5006,1003,6630,2184,2023-04-03
32637,5008,1011,18034,4016,2023-04-17
32638,5004,1020,12807,3029,2025-07-31
32639,5002,1002,7060,2123,2025-06-07
32640,5006,1025,2055,2762,2023-04-27
32641,5012,1023,6575,1798,2025-12-13
32642,5011,1004,2510,2270,2025-08-04
32643,5004,1003,5013,1604,2025-06-14
32644,5003,1023,18487,3307,2023-10-23
32645,5004,1019,18185,4969,2025-08-28
32646,5015,1025,14116,4284,2024-06-24
32647,5011,1024,4098,2584,2023-03-02
