SalesOrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,TotalAmount
11128,2024-11-12,2489,1025,3421,1.25,4276.25
11129,2024-03-24,2288,1013,2591,3.62,9379.42
11130,2024-01-02,2376,1025,1601,3.16,5059.16
11131,2023-11-08,2174,1010,1764,6.42,11324.88
11132,2024-11-19,2368,1013,479,6.11,2926.69
11133,2025-01-07,2255,1003,1367,3.45,4716.15
11134,2025-03-28,2007,1018,121,3.6,435.6
11135,2025-11-26,2035,1010,4297,4.45,19121.65
11136,2023-12-12,2356,1015,4718,2.31,10898.58
11137,2025-11-24,2356,1011,1992,0.56,1115.52
11138,2023-08-30,2139,1012,4372,1.11,4852.92
11139,2024-05-01,2145,1021,2195,0.8,1756.0
11140,2025-06-14,2327,1025,3713,1.49,5532.37
11141,2024-04-11,2398,1008,2897,3.46,10023.62
11142,2025-08-08,2410,1014,2479,5.79,14353.41
11143,2024-09-27,2463,1024,2541,5.85,14864.85
11144,2023-05-30,2116,1016,932,2.79,2600.28
11145,2024-11-21,2236,1024,2364,6.14,14514.96
11146,2025-03-17,2067,1009,3081,3.0,9243.0
11147,2025-09-28,2063,1001,4900,2.44,11956.0
11148,2025-03-30,2471,1011,2894,0.66,1910.04
11149,2025-10-01,2275,1001,3069,1.45,4450.05
11150,2024-04-11,2285,1019,3477,5.73,19923.21
11151,2025-04-04,2386,1009,1339,3.49,4673.11
11152,2024-08-21,2313,1004,4165,2.4,9996.0
11153,2025-07-13,2151,1008,859,3.92,3367.28
11154,2024-04-30,2426,1006,963,1.24,1194.12
11155,2025-05-23,2351,1021,177,0.73,129.21
11156,2024-09-19,2170,1022,2350,4.33,10175.5
11157,2024-05-24,2494,1014,4215,4.86,20484.9
11158,2023-12-26,2137,1009,4188,2.91,12187.08
11159,2025-02-12,2467,1011,2035,3.01,6125.35
11160,2025-12-02,2088,1004,4991,2.42,12078.22
11161,2025-08-08,2382,1005,143,0.42,60.06
11162,2024-11-02,2427,1009,3438,3.49,11998.62
11163,2024-06-16,2161,1003,590,4.37,2578.3
11164,2025-11-29,2428,1021,975,0.1,97.5
11165,2025-07-15,2332,1018,3371,3.25,10955.75
11166,2025-01-01,2472,1006,3007,2.08,6254.56
11167,2025-07-12,2289,1022,651,3.54,2304.54
11168,2024-08-22,2048,1010,2724,4.42,12040.08
11169,2024-12-18,2068,1014,1117,4.94,5517.98
11170,2025-12-28,2441,1003,4796,4.91,23548.36
11171,2025-11-21,2234,1025,1449,0.85,1231.65
11172,2025-08-15,2363,1013,1750,5.62,9835.0
11173,2024-09-05,2496,1023,3990,3.3,13167.0
11174,2023-07-04,2350,1015,4344,2.18,9469.92
11175,2025-04-02,2304,1021,1174,0.59,692.66
11176,2023-08-11,2266,1005,4679,1.41,6597.39
11177,2025-02-19,2045,1013,1099,3.18,3494.82
11178,2025-01-08,2067,1025,4132,2.67,11032.44
11179,2024-01-28,2082,1013,804,4.56,3666.24
11180,2024-09-19,2141,1010,2166,4.64,10050.24
11181,2025-03-12,2094,1014,674,5.36,3612.64
11182,2023-07-24,2223,1019,3444,3.02,10400.88
11183,2023-09-09,2366,1002,2441,3.37,8226.17
11184,2024-07-03,2458,1001,1105,1.97,2176.85
11185,2023-02-15,2393,1007,2907,1.26,3662.82
11186,2024-08-16,2307,1005,4317,2.76,11914.92
11187,2024-05-20,2388,1025,1934,1.76,3403.84
11188,2024-01-24,2144,1004,1628,2.65,4314.2
11189,2025-12-11,2088,1020,3838,3.96,15198.48
11190,2023-01-31,2158,1007,2460,0.69,1697.4
11191,2023-07-21,2132,1025,3926,0.98,3847.48
11192,2023-08-13,2007,1005,4321,0.37,1598.77
11193,2025-01-23,2026,1009,4745,3.98,18885.1
11194,2025-07-15,2005,1019,2067,4.89,10107.63
11195,2024-06-23,2411,1015,3447,2.75,9479.25
11196,2024-07-22,2331,1023,3830,4.28,16392.4
11197,2025-06-25,2165,1018,1444,5.94,8577.36
11198,2024-05-21,2391,1005,3829,1.86,7121.94
11199,2024-09-22,2390,1016,2103,0.6,1261.8
11200,2024-09-17,2443,1025,1671,1.54,2573.34
11201,2023-10-11,2452,1021,2231,1.58,3524.98
11202,2024-11-17,2201,1022,205,4.66,955.3
11203,2025-09-24,2405,1023,1140,4.34,4947.6
11204,2025-11-19,2452,1010,4613,5.23,24125.99
11205,2023-11-18,2288,1022,2419,2.53,6120.07
11206,2025-10-03,2245,1017,4490,3.7,16613.0
11207,2025-09-02,2143,1010,1649,5.81,9580.69
11208,2025-12-06,2330,1021,4544,1.98,8997.12
11209,2024-05-26,2424,1010,2091,5.15,10768.65
11210,2025-01-14,2039,1011,3116,1.71,5328.36
11211,2025-08-18,2289,1015,3075,2.47,7595.25
11212,2025-04-24,2427,1020,3260,3.28,10692.8
11213,2025-04-15,2445,1021,1807,0.1,180.7
11214,2024-09-01,2238,1022,169,2.9,490.1
11215,2024-10-16,2148,1001,2956,1.1,3251.6
11216,2024-10-20,2482,1008,4288,4.39,18824.32
11217,2025-04-18,2053,1005,3727,0.21,782.67
11218,2024-04-17,2204,1022,4803,2.38,11431.14
11219,2023-07-15,2372,1013,4524,5.3,23977.2
11220,2023-12-26,2174,1025,4910,1.77,8690.7
11221,2024-01-05,2312,1015,4664,3.51,16370.64
11222,2025-06-02,2469,1013,3725,5.82,21679.5
11223,2024-01-31,2322,1007,493,0.67,330.31
11224,2023-12-08,2473,1025,4504,2.1,9458.4
11225,2024-11-18,2105,1011,2889,0.48,1386.72
11226,2024-01-27,2406,1022,1534,4.38,6718.92
11227,2025-04-29,2068,1010,4665,5.44,25377.6
11228,2023-06-12,2004,1005,3243,1.12,3632.16
11229,2023-09-06,2196,1001,4204,3.51,14756.04
11230,2023-10-09,2219,1019,4542,3.78,17168.76
11231,2024-06-03,2120,1023,4200,3.32,13944.0
11232,2025-02-07,2212,1022,4259,2.56,10903.04
11233,2025-07-31,2385,1009,1195,3.02,3608.9
11234,2024-09-26,2249,1009,2598,3.25,8443.5
11235,2024-02-20,2078,1009,944,4.74,4474.56
11236,2025-09-25,2466,1023,1186,3.75,4447.5
11237,2024-08-19,2280,1003,1064,4.97,5288.08
11238,2024-10-08,2129,1016,576,2.49,1434.24
11239,2025-08-19,2337,1012,2250,2.32,5220.0
11240,2023-06-20,2323,1008,2011,3.15,6334.65
11241,2023-03-06,2281,1019,3073,5.37,16502.01
11242,2023-09-03,2046,1021,4800,2.66,12768.0
11243,2023-11-20,2197,1014,377,5.06,1907.62
11244,2025-08-05,2244,1004,117,2.22,259.74
11245,2025-08-15,2050,1023,3188,5.56,17725.28
11246,2024-11-24,2341,1005,4651,0.25,1162.75
11247,2023-02-04,2490,1013,3152,3.18,10023.36
11248,2023-06-16,2092,1015,2425,2.11,5116.75
11249,2023-12-05,2347,1021,3111,0.77,2395.47
11250,2025-04-27,2353,1022,4532,4.67,21164.44
11251,2024-09-17,2397,1017,4104,3.22,13214.88
11252,2024-10-25,2274,1006,3750,2.06,7725.0
11253,2024-03-02,2470,1004,1727,2.52,4352.04
11254,2024-11-15,2418,1005,2555,2.52,6438.6
11255,2024-07-07,2329,1001,2744,2.84,7792.96
11256,2025-11-01,2044,1015,4682,2.89,13530.98
11257,2024-10-12,2320,1022,1299,2.37,3078.63
11258,2023-06-15,2034,1011,4744,1.23,5835.12
11259,2023-02-23,2486,1013,4746,5.82,27621.72
11260,2023-12-27,2136,1010,3033,5.69,17257.77
11261,2025-12-15,2011,1004,1270,3.74,4749.8
11262,2025-04-10,2006,1018,1360,4.01,5453.6
11263,2024-09-13,2480,1019,2651,4.95,13122.45
11264,2024-12-25,2168,1012,2917,2.05,5979.85
11265,2023-12-01,2409,1001,2899,3.22,9334.78
11266,2023-08-31,2480,1005,4476,1.72,7698.72
11267,2023-01-20,2460,1024,3016,6.12,18457.92
11268,2023-09-03,2386,1006,1313,1.3,1706.9
11269,2025-12-24,2451,1010,1729,5.9,10201.1
11270,2023-11-27,2204,1022,2597,2.82,7323.54
11271,2024-02-24,2120,1019,1220,4.81,5868.2
11272,2025-07-24,2361,1018,4766,5.44,25927.04
11273,2024-01-13,2099,1006,2551,1.3,3316.3
11274,2025-09-27,2348,1017,4373,2.77,12113.21
11275,2023-08-23,2367,1024,131,3.89,509.59
11276,2024-10-19,2200,1001,2369,2.71,6419.99
11277,2024-04-22,2239,1007,3910,2.52,9853.2
11278,2024-06-04,2011,1011,919,1.03,946.57
11279,2023-10-06,2284,1005,4370,0.37,1616.9
11280,2025-04-23,2209,1020,4859,3.47,16860.73
11281,2023-07-21,2200,1009,1046,5.21,5449.66
11282,2023-05-21,2293,1007,3609,0.61,2201.49
11283,2023-11-23,2201,1023,2673,4.49,12001.77
11284,2024-07-27,2484,1010,4214,6.1,25705.4
11285,2024-04-21,2173,1006,3599,2.97,10689.03
11286,2023-03-08,2418,1016,1921,0.88,1690.48
11287,2023-04-17,2283,1003,1092,4.39,4793.88
11288,2023-04-28,2210,1008,3508,2.83,9927.64
11289,2025-09-20,2417,1011,2829,2.26,6393.54
11290,2025-01-09,2131,1019,3604,4.49,16181.96
11291,2025-03-26,2188,1013,4964,5.96,29585.44
11292,2025-08-15,2276,1024,4363,4.21,18368.23
11293,2024-06-17,2269,1006,3005,3.02,9075.1
11294,2025-07-14,2371,1001,3240,1.29,4179.6
11295,2025-04-10,2308,1001,976,3.63,3542.88
11296,2025-11-10,2318,1005,2646,0.78,2063.88
11297,2023-01-08,2350,1005,2691,2.97,7992.27
11298,2025-09-25,2168,1004,1034,3.11,3215.74
11299,2023-05-29,2363,1013,3976,4.47,17772.72
11300,2024-12-05,2419,1003,4217,6.17,26018.89
11301,2024-12-25,2175,1014,959,5.42,5197.78
11302,2023-01-22,2410,1003,2267,5.66,12831.22
11303,2024-10-17,2480,1012,2743,2.32,6363.76
11304,2023-12-21,2097,1017,4949,3.67,18162.83
11305,2025-10-15,2109,1006,3596,3.92,14096.32
11306,2024-04-15,2155,1018,1222,6.16,7527.52
11307,2025-06-06,2184,1001,1664,2.08,3461.12
11308,2023-12-16,2347,1006,3304,2.84,9383.36
11309,2023-01-23,2012,1018,4808,5.87,28222.96
11310,2024-06-09,2432,1001,4076,2.87,11698.12
11311,2023-05-06,2108,1009,448,4.92,2204.16
11312,2023-01-30,2491,1009,501,4.99,2499.99
11313,2024-03-26,2296,1024,3422,4.51,15433.22
11314,2023-07-26,2500,1016,3039,2.89,8782.71
11315,2023-02-04,2336,1004,3603,3.54,12754.62
11316,2024-01-03,2125,1007,3614,1.07,3866.98
11317,2023-04-30,2348,1004,4986,3.51,17500.86
11318,2024-09-27,2120,1001,1021,1.57,1602.97
11319,2024-05-17,2374,1006,3192,1.4,4468.8
11320,2025-07-18,2305,1009,3170,2.78,8812.6
11321,2023-07-20,2324,1023,1414,5.46,7720.44
11322,2024-05-02,2248,1022,4095,3.5,14332.5
11323,2025-08-02,2058,1007,2983,0.55,1640.65
11324,2025-08-17,2084,1009,120,3.98,477.6
11325,2024-08-19,2251,1020,2750,3.16,8690.0
11326,2023-06-07,2289,1009,1155,3.16,3649.8
11327,2025-06-12,2323,1005,2067,0.58,1198.86
11328,2025-07-09,2340,1019,1692,4.91,8307.72
11329,2024-10-07,2034,1016,1319,3.14,4141.66
11330,2025-08-07,2417,1008,4359,3.66,15953.94
11331,2023-08-12,2321,1015,2432,2.74,6663.68
11332,2024-06-24,2090,1011,3483,0.45,1567.35
11333,2024-01-15,2040,1020,1525,3.7,5642.5
11334,2024-07-11,2397,1015,4689,2.38,11159.82
11335,2025-08-28,2449,1014,2603,4.81,12520.43
11336,2023-12-12,2005,1012,1966,2.68,5268.88
11337,2025-05-22,2371,1018,3652,3.84,14023.68
11338,2025-06-08,2220,1018,3187,3.5,11154.5
11339,2025-07-19,2191,1012,502,1.6,803.2
11340,2024-04-26,2348,1006,1789,3.1,5545.9
11341,2024-01-27,2313,1019,3243,5.42,17577.06
11342,2025-08-16,2050,1014,4911,2.82,13849.02
11343,2025-03-25,2092,1024,3996,5.92,23656.32
11344,2025-09-26,2227,1020,987,2.7,2664.9
11345,2025-09-04,2388,1005,374,0.43,160.82
11346,2025-11-08,2143,1016,1237,2.04,2523.48
11347,2023-11-05,2483,1009,1417,4.09,5795.53
11348,2024-07-17,2324,1010,557,5.01,2790.57
11349,2025-03-22,2366,1006,4939,3.53,17434.67
11350,2023-07-01,2168,1011,3752,1.05,3939.6
11351,2025-07-06,2381,1006,1301,3.1,4033.1
11352,2025-01-06,2279,1006,1076,2.97,3195.72
11353,2024-02-29,2440,1013,2580,5.73,14783.4
11354,2025-07-04,2468,1003,3452,5.29,18261.08
11355,2023-02-25,2199,1015,2407,4.41,10614.87
11356,2024-12-28,2500,1009,4027,2.99,12040.73
11357,2025-02-18,2115,1016,4301,0.26,1118.26
11358,2023-06-13,2360,1018,1834,5.03,9225.02
11359,2024-09-02,2078,1004,200,1.47,294.0
11360,2024-10-10,2269,1022,2737,4.69,12836.53
11361,2023-02-02,2022,1021,3664,0.87,3187.68
11362,2025-10-23,2149,1011,4139,0.98,4056.22
11363,2025-07-26,2183,1017,2265,2.73,6183.45
11364,2025-07-25,2093,1009,3733,3.22,12020.26
11365,2024-07-31,2377,1024,2409,3.66,8816.94
11366,2025-12-22,2086,1018,689,3.81,2625.09
11367,2023-06-23,2011,1017,4526,3.21,14528.46
11368,2024-08-11,2335,1008,369,4.51,1664.19
11369,2023-02-09,2132,1015,2646,4.71,12462.66
11370,2023-11-06,2165,1013,3012,3.38,10180.56
11371,2025-05-01,2481,1005,4791,0.98,4695.18
11372,2024-11-17,2086,1009,2263,4.28,9685.64
11373,2023-06-27,2259,1016,1147,1.61,1846.67
11374,2025-12-16,2485,1021,2573,1.72,4425.56
11375,2025-10-08,2168,1018,3046,4.1,12488.6
11376,2023-12-08,2358,1013,3021,5.81,17552.01
11377,2024-10-25,2346,1005,1941,1.94,3765.54
11378,2024-09-08,2054,1006,3136,2.42,7589.12
11379,2024-08-31,2402,1022,4676,2.54,11877.04
11380,2023-02-08,2320,1002,2512,4.21,10575.52
11381,2023-08-31,2415,1006,3285,2.06,6767.1
11382,2023-06-12,2167,1022,2422,4.37,10584.14
11383,2024-05-27,2392,1024,199,3.99,794.01
11384,2023-09-20,2193,1003,263,4.33,1138.79
11385,2024-03-01,2380,1017,3394,3.69,12523.86
11386,2025-07-12,2151,1011,1676,2.63,4407.88
11387,2023-10-09,2203,1009,4672,3.14,14670.08
11388,2025-08-08,2077,1007,3205,0.73,2339.65
11389,2023-07-20,2135,1023,3688,5.76,21242.88
11390,2024-03-30,2321,1008,4762,5.35,25476.7
11391,2025-11-03,2486,1002,1404,3.61,5068.44
11392,2023-02-24,2264,1021,4277,0.43,1839.11
11393,2025-02-26,2440,1019,3224,3.65,11767.6
11394,2025-06-02,2108,1005,3843,1.92,7378.56
11395,2024-03-01,2097,1006,3102,3.78,11725.56
11396,2024-06-27,2411,1008,3657,5.33,19491.81
11397,2023-05-28,2290,1015,3263,2.9,9462.7
11398,2023-08-25,2471,1011,1182,2.42,2860.44
11399,2024-07-04,2058,1022,1724,2.94,5068.56
11400,2024-02-29,2494,1002,326,4.64,1512.64
11401,2025-11-26,2379,1017,2597,2.78,7219.66
11402,2024-05-20,2376,1019,412,2.99,1231.88
11403,2025-07-31,2016,1007,1414,1.83,2587.62
11404,2024-10-15,2375,1017,733,3.61,2646.13
11405,2025-01-17,2067,1023,161,4.77,767.97
11406,2024-10-12,2190,1017,4651,2.46,11441.46
11407,2023-08-13,2092,1015,498,3.32,1653.36
11408,2024-04-06,2469,1024,3810,4.58,17449.8
11409,2024-06-01,2205,1024,2274,4.66,10596.84
11410,2024-06-14,2016,1019,4154,5.29,21974.66
11411,2025-09-16,2190,1004,913,1.86,1698.18
11412,2025-03-11,2101,1017,3276,1.66,5438.16
11413,2025-09-12,2486,1007,4490,2.67,11988.3
11414,2025-03-29,2217,1001,2052,2.23,4575.96
11415,2025-07-06,2190,1002,4499,5.54,24924.46
11416,2023-12-14,2322,1007,877,2.63,2306.51
11417,2023-05-27,2347,1019,2255,5.31,11974.05
11418,2023-12-05,2466,1008,1330,3.28,4362.4
11419,2023-12-23,2396,1011,1622,1.73,2806.06
11420,2024-03-29,2498,1001,3142,3.02,9488.84
11421,2025-07-25,2103,1014,1796,3.58,6429.68
11422,2023-09-28,2153,1021,3015,1.94,5849.1
11423,2025-04-10,2258,1013,1555,3.66,5691.3
11424,2024-10-01,2437,1005,1234,1.91,2356.94
11425,2025-06-17,2045,1023,227,3.42,776.34
11426,2025-04-03,2408,1015,4571,2.96,13530.16
11427,2025-01-22,2279,1011,4099,0.97,3976.03
11428,2025-02-11,2388,1009,4342,2.81,12201.02
11429,2024-08-09,2398,1001,2965,1.46,4328.9
11430,2025-06-05,2256,1004,4884,1.14,5567.76
11431,2024-09-26,2460,1001,121,3.44,416.24
11432,2025-11-28,2274,1011,1574,2.77,4359.98
11433,2024-10-19,2406,1019,1710,5.08,8686.8
11434,2023-06-30,2065,1008,1612,2.87,4626.44
11435,2025-12-19,2232,1003,1185,5.95,7050.75
11436,2023-12-09,2269,1015,1428,4.08,5826.24
11437,2025-05-09,2253,1005,1320,1.13,1491.6
11438,2025-07-22,2225,1004,2789,2.1,5856.9
11439,2025-04-14,2327,1018,3929,4.8,18859.2
11440,2025-02-21,2267,1008,1756,3.97,6971.32
11441,2025-11-20,2391,1010,2163,4.04,8738.52
11442,2023-07-07,2442,1011,3465,2.04,7068.6
11443,2025-07-17,2181,1008,4533,3.98,18041.34
11444,2023-04-07,2012,1003,1246,5.71,7114.66
11445,2025-04-13,2364,1009,554,3.44,1905.76
11446,2025-02-25,2332,1017,287,2.94,843.78
11447,2025-09-21,2111,1007,1624,0.9,1461.6
11448,2024-01-03,2213,1018,1645,3.7,6086.5
11449,2025-12-06,2392,1010,1716,6.62,11359.92
11450,2025-05-15,2070,1008,4171,2.77,11553.67
11451,2025-07-08,2325,1005,566,0.4,226.4
11452,2023-10-22,2335,1011,3701,1.55,5736.55
11453,2025-03-02,2498,1025,1119,0.94,1051.86
11454,2023-02-02,2157,1002,2847,5.41,15402.27
11455,2023-11-16,2323,1017,1645,3.7,6086.5
11456,2024-05-20,2368,1007,2428,1.94,4710.32
11457,2025-11-02,2307,1013,2610,4.23,11040.3
11458,2024-06-26,2241,1024,355,4.45,1579.75
11459,2024-08-27,2183,1003,501,6.0,3006.0
11460,2024-05-18,2116,1025,3408,3.07,10462.56
11461,2024-06-17,2261,1013,980,5.36,5252.8
11462,2023-08-03,2418,1016,1471,0.59,867.89
11463,2024-04-11,2145,1014,4880,4.9,23912.0
11464,2025-07-11,2074,1021,4376,0.1,437.6
11465,2025-10-28,2262,1011,1520,0.37,562.4
11466,2025-07-29,2232,1018,1444,3.52,5082.88
11467,2023-05-27,2482,1019,3207,4.62,14816.34
11468,2024-05-11,2101,1017,2573,3.29,8465.17
11469,2023-07-24,2450,1014,3168,4.06,12862.08
11470,2023-09-27,2064,1021,4471,0.66,2950.86
11471,2023-03-26,2433,1025,606,1.73,1048.38
11472,2025-09-25,2187,1008,4438,4.38,19438.44
11473,2025-01-18,2365,1010,3960,5.17,20473.2
11474,2023-07-01,2413,1006,856,3.26,2790.56
11475,2024-09-10,2260,1023,1448,5.33,7717.84
11476,2024-06-11,2444,1002,1236,4.24,5240.64
11477,2025-10-16,2251,1005,4984,1.65,8223.6
11478,2025-03-30,2080,1013,3814,3.17,12090.38
11479,2023-10-30,2344,1019,4192,4.59,19241.28
11480,2023-01-11,2177,1016,3394,1.43,4853.42
11481,2024-02-29,2423,1015,2383,3.6,8578.8
11482,2023-01-30,2424,1015,4675,3.95,18466.25
11483,2024-07-10,2218,1018,704,3.7,2604.8
11484,2023-07-09,2190,1007,1926,2.07,3986.82
11485,2023-04-08,2012,1012,4626,1.18,5458.68
11486,2023-09-05,2458,1011,1204,2.76,3323.04
11487,2023-06-19,2085,1023,1797,4.97,8931.09
11488,2023-09-11,2040,1016,279,1.92,535.68
11489,2024-03-22,2283,1013,4200,4.48,18816.0
11490,2023-05-16,2311,1017,1467,2.18,3198.06
11491,2023-03-23,2092,1011,3163,1.67,5282.21
11492,2023-10-30,2270,1024,2718,4.13,11225.34
11493,2024-10-30,2491,1014,1771,3.78,6694.38
11494,2025-11-28,2293,1011,2332,3.13,7299.16
11495,2025-01-10,2182,1005,898,2.57,2307.86
11496,2023-04-10,2269,1016,2086,2.04,4255.44
11497,2024-01-30,2104,1015,344,4.38,1506.72
11498,2025-02-17,2272,1015,1570,2.85,4474.5
11499,2025-11-01,2169,1003,3792,5.46,20704.32
11500,2025-05-16,2393,1007,4521,2.97,13427.37
11501,2023-06-06,2411,1003,3053,5.16,15753.48
11502,2024-04-04,2251,1008,3246,3.76,12204.96
11503,2025-07-01,2121,1006,3110,3.33,10356.3
11504,2025-11-17,2221,1014,1027,4.13,4241.51
11505,2023-08-01,2425,1014,2424,3.12,7562.88
11506,2023-05-12,2129,1025,3834,2.98,11425.32
11507,2025-12-11,2200,1023,3107,2.83,8792.81
11508,2024-02-07,2437,1007,2264,0.22,498.08
11509,2023-01-11,2263,1024,112,4.92,551.04
11510,2024-04-23,2398,1011,4484,2.33,10447.72
11511,2025-06-21,2499,1001,2965,1.42,4210.3
11512,2023-08-05,2224,1003,1399,4.86,6799.14
11513,2023-03-09,2335,1008,3538,3.8,13444.4
11514,2024-01-24,2328,1012,1981,0.64,1267.84
11515,2024-04-20,2382,1001,589,2.3,1354.7
11516,2024-05-20,2444,1019,2133,5.85,12478.05
11517,2025-10-02,2184,1012,3940,0.77,3033.8
11518,2025-02-04,2271,1011,358,1.26,451.08
11519,2025-01-31,2309,1022,3941,2.69,10601.29
11520,2023-10-08,2396,1016,4940,0.65,3211.0
11521,2023-10-16,2335,1024,723,3.45,2494.35
11522,2024-12-19,2027,1008,4321,4.53,19574.13
11523,2024-05-19,2038,1018,120,4.62,554.4
11524,2024-01-21,2339,1009,4825,2.94,14185.5
11525,2023-10-29,2361,1020,615,3.82,2349.3
11526,2025-09-05,2161,1007,3457,2.01,6948.57
11527,2024-02-01,2389,1022,2688,3.37,9058.56
11528,2024-04-28,2374,1007,662,2.83,1873.46
11529,2024-03-29,2135,1002,4348,6.27,27261.96
11530,2024-08-07,2170,1016,3872,1.05,4065.6
11531,2025-09-08,2108,1010,2259,5.91,13350.69
11532,2024-08-25,2062,1015,3958,4.73,18721.34
11533,2025-01-26,2099,1006,194,3.48,675.12
11534,2024-04-20,2369,1006,2605,3.6,9378.0
11535,2023-05-29,2077,1001,954,3.75,3577.5
11536,2024-05-10,2283,1012,365,0.57,208.05
11537,2023-08-26,2122,1002,2110,3.67,7743.7
11538,2024-08-30,2282,1018,4911,3.27,16058.97
11539,2025-02-21,2180,1024,3214,4.11,13209.54
11540,2025-05-01,2006,1020,1696,4.48,7598.08
11541,2025-03-31,2450,1018,3995,3.9,15580.5
11542,2025-07-17,2184,1025,4362,3.56,15528.72
11543,2023-12-17,2018,1018,1435,4.02,5768.7
11544,2023-04-08,2436,1021,1492,1.69,2521.48
11545,2024-02-09,2182,1005,3977,1.64,6522.28
11546,2025-10-06,2318,1018,585,5.63,3293.55
11547,2023-06-12,2066,1017,2852,3.07,8755.64
11548,2025-11-23,2054,1015,1268,2.67,3385.56
11549,2023-04-08,2343,1005,4112,0.62,2549.44
11550,2025-11-08,2024,1016,3184,2.69,8564.96
11551,2025-03-10,2233,1021,1769,0.1,176.9
11552,2024-10-04,2281,1015,4931,2.61,12869.91
11553,2024-03-09,2497,1012,2022,1.96,3963.12
11554,2025-03-08,2148,1016,4370,2.7,11799.0
11555,2025-09-21,2149,1002,450,5.5,2475.0
11556,2024-10-11,2183,1020,189,2.01,379.89
11557,2025-01-26,2266,1013,2249,5.22,11739.78
11558,2025-10-23,2204,1002,1878,5.77,10836.06
11559,2025-02-03,2485,1009,1650,4.68,7722.0
11560,2025-01-23,2059,1012,4564,2.45,11181.8
11561,2023-10-24,2258,1015,4868,4.71,22928.28
11562,2024-12-14,2336,1005,2305,1.29,2973.45
11563,2024-10-25,2108,1025,4756,1.23,5849.88
11564,2023-10-29,2317,1006,259,3.8,984.2
11565,2024-01-15,2428,1014,1908,2.86,5456.88
11566,2024-11-17,2206,1023,1012,4.73,4786.76
11567,2025-05-29,2181,1021,1418,0.1,141.8
11568,2024-05-04,2399,1008,4262,2.59,11038.58
11569,2025-04-26,2127,1017,695,2.59,1800.05
11570,2024-02-03,2374,1020,3836,2.68,10280.48
11571,2023-07-02,2135,1015,869,4.48,3893.12
11572,2024-06-30,2145,1001,1988,3.81,7574.28
11573,2025-09-05,2021,1025,3352,3.11,10424.72
11574,2023-02-01,2224,1010,3728,4.14,15433.92
11575,2023-03-26,2240,1022,1308,4.3,5624.4
11576,2024-12-05,2294,1010,3831,4.05,15515.55
11577,2023-12-17,2225,1024,3897,4.82,18783.54
11578,2024-11-23,2064,1013,4191,5.4,22631.4
11579,2025-08-26,2407,1001,4137,2.8,11583.6
11580,2024-08-23,2411,1017,1929,1.67,3221.43
11581,2025-10-27,2139,1018,2619,5.62,14718.78
11582,2023-08-01,2147,1017,314,3.58,1124.12
11583,2025-12-07,2253,1007,2851,1.28,3649.28
11584,2025-08-31,2494,1014,857,5.77,4944.89
11585,2023-02-27,2178,1002,3622,4.89,17711.58
11586,2025-01-27,2306,1025,4882,2.14,10447.48
11587,2023-02-17,2415,1008,4813,4.01,19300.13
11588,2025-12-20,2463,1012,3458,2.44,8437.52
11589,2025-12-19,2466,1021,3534,1.86,6573.24
11590,2024-02-02,2198,1007,1682,0.67,1126.94
11591,2024-12-28,2500,1018,4913,4.05,19897.65
11592,2023-06-03,2126,1005,4395,1.12,4922.4
11593,2024-05-09,2427,1004,1487,2.43,3613.41
11594,2025-12-31,2208,1002,672,5.89,3958.08
11595,2023-06-18,2244,1013,3466,4.34,15042.44
11596,2025-06-20,2375,1019,2154,5.9,12708.6
11597,2025-09-17,2067,1015,2472,3.79,9368.88
11598,2023-03-12,2017,1017,4871,2.47,12031.37
11599,2023-07-27,2442,1011,1677,1.16,1945.32
11600,2025-05-29,2417,1021,4315,1.23,5307.45
11601,2025-08-30,2297,1021,3701,0.4,1480.4
11602,2024-06-04,2140,1008,3581,4.69,16794.89
11603,2025-01-30,2415,1011,897,2.55,2287.35
11604,2024-06-19,2180,1003,1525,3.78,5764.5
11605,2023-10-18,2364,1006,2956,3.59,10612.04
11606,2023-07-24,2343,1005,2773,0.71,1968.83
11607,2023-01-24,2091,1009,1450,3.38,4901.0
11608,2025-06-25,2399,1002,2857,4.01,11456.57
11609,2023-10-31,2049,1020,1034,4.01,4146.34
11610,2025-07-19,2231,1009,2285,5.3,12110.5
11611,2025-06-16,2001,1002,2517,4.61,11603.37
11612,2023-01-01,2383,1004,2678,1.97,5275.66
11613,2024-11-18,2422,1020,3767,1.9,7157.3
11614,2025-03-29,2454,1014,2980,5.1,15198.0
11615,2023-07-10,2240,1022,1890,2.96,5594.4
11616,2025-08-27,2482,1004,1644,1.41,2318.04
11617,2023-10-26,2268,1020,806,3.59,2893.54
11618,2023-07-04,2413,1025,4290,1.03,4418.7
11619,2023-05-19,2273,1025,2857,2.2,6285.4
11620,2024-09-19,2018,1007,4470,2.29,10236.3
11621,2024-05-28,2457,1021,509,1.58,804.22
11622,2023-05-23,2197,1004,293,3.23,946.39
11623,2023-01-01,2126,1024,1865,5.53,10313.45
11624,2024-09-11,2386,1017,434,1.5,651.0
11625,2023-12-07,2188,1003,4731,5.82,27534.42
11626,2025-04-03,2276,1011,2942,1.49,4383.58
11627,2023-04-01,2358,1002,2089,5.22,10904.58
11628,2025-01-23,2139,1011,628,2.89,1814.92
11629,2025-07-20,2476,1004,325,2.13,692.25
